[14:19:26.620] [x64:77377000]: ea 09                               int 0x2e                           
[14:19:27.761] [main-module:00FA2CBE]: 64 a3 00 00 00 00                   mov dword ptr fs:[0x0], eax        
[14:19:27.761] [main-module:00FA2CC4]: c3                                  ret                                
[14:19:27.761] [main-module:00FA256E]: 6a 01                               push 0x1                           
[14:19:27.761] [main-module:00FA2570]: e8 ef 01 00 00                      call 0xfa2764                      
[14:19:27.761] [main-module:00FA2764]: 55                                  push ebp                           
[14:19:27.761] [main-module:00FA2765]: 8b ec                               mov ebp, esp                       
[14:19:27.761] [main-module:00FA2767]: 83 7d 08 00                         cmp dword ptr [ebp+0x8], 0x0       
[14:19:27.761] [main-module:00FA276B]: 75 07                               jnz 0xfa2774                       
[14:19:27.761] [main-module:00FA276D]: c6 05 a0 ca fb 00 01                mov byte ptr [0xfbcaa0], 0x1       
[14:19:27.761] [main-module:00FA2774]: e8 4c 05 00 00                      call 0xfa2cc5                      
[14:19:27.761] [main-module:00FA2774]: e8 4c 05 00 00                      call 0xfa2cc5                      
[14:19:27.761] [main-module:00FA2CC5]: 55                                  push ebp                           
[14:19:27.761] [main-module:00FA2CC6]: 8b ec                               mov ebp, esp                       
[14:19:27.761] [main-module:00FA2CC8]: 83 25 d8 ca fb 00 00                and dword ptr [0xfbcad8], 0x0      
[14:19:27.761] [main-module:00FA2CCF]: 83 ec 24                            sub esp, 0x24                      
[14:19:27.761] [main-module:00FA2CD2]: 83 0d 10 c0 fb 00 01                or dword ptr [0xfbc010], 0x1       
[14:19:27.761] [main-module:00FA2CD9]: 6a 0a                               push 0xa                           
[14:19:27.761] [main-module:00FA2CDB]: ff 15 2c 50 fb 00                   call dword ptr [0xfb502c]          
    [KERNEL32.DLL:IsProcessorFeaturePresent_D30908D6] (PF_XMMI64_INSTRUCTIONS_AVAILABLE)
[14:19:27.761] [main-module:00FA2CE1]: 85 c0                               test eax, eax                      
[14:19:27.761] [main-module:00FA2CE3]: 0f 84 a9 01 00 00                   jz 0xfa2e92                        
[14:19:27.761] [main-module:00FA2CE9]: 83 65 f0 00                         and dword ptr [ebp-0x10], 0x0      
[14:19:27.761] [main-module:00FA2CED]: 33 c0                               xor eax, eax                       
[14:19:27.761] [main-module:00FA2CEF]: 53                                  push ebx                           
[14:19:27.761] [main-module:00FA2CF0]: 56                                  push esi                           
[14:19:27.761] [main-module:00FA2CF1]: 57                                  push edi                           
[14:19:27.761] [main-module:00FA2CF2]: 33 c9                               xor ecx, ecx                       
[14:19:27.761] [main-module:00FA2CF4]: 8d 7d dc                            lea edi, ptr [ebp-0x24]            
[14:19:27.761] [main-module:00FA2CF7]: 53                                  push ebx                           
[14:19:27.761] [main-module:00FA2CF8]: 0f a2                               cpuid                              
[14:19:27.761] [main-module:00FA2CFA]: 8b f3                               mov esi, ebx                       
[14:19:27.761] [main-module:00FA2CFC]: 5b                                  pop ebx                            
[14:19:27.761] [main-module:00FA2CFD]: 89 07                               mov dword ptr [edi], eax           
[14:19:27.761] [main-module:00FA2CFF]: 89 77 04                            mov dword ptr [edi+0x4], esi       
[14:19:27.761] [main-module:00FA2D02]: 89 4f 08                            mov dword ptr [edi+0x8], ecx       
[14:19:27.761] [main-module:00FA2D05]: 33 c9                               xor ecx, ecx                       
[14:19:27.761] [main-module:00FA2D07]: 89 57 0c                            mov dword ptr [edi+0xc], edx       
[14:19:27.761] [main-module:00FA2D0A]: 8b 45 dc                            mov eax, dword ptr [ebp-0x24]      
[14:19:27.761] [main-module:00FA2D0D]: 8b 7d e4                            mov edi, dword ptr [ebp-0x1c]      
[14:19:27.761] [main-module:00FA2D10]: 89 45 f4                            mov dword ptr [ebp-0xc], eax       
[14:19:27.761] [main-module:00FA2D13]: 81 f7 6e 74 65 6c                   xor edi, 0x6c65746e                
[14:19:27.761] [main-module:00FA2D19]: 8b 45 e8                            mov eax, dword ptr [ebp-0x18]      
[14:19:27.761] [main-module:00FA2D1C]: 35 69 6e 65 49                      xor eax, 0x49656e69                
[14:19:27.761] [main-module:00FA2D21]: 89 45 f8                            mov dword ptr [ebp-0x8], eax       
[14:19:27.761] [main-module:00FA2D24]: 8b 45 e0                            mov eax, dword ptr [ebp-0x20]      
[14:19:27.761] [main-module:00FA2D27]: 35 47 65 6e 75                      xor eax, 0x756e6547                
[14:19:27.761] [main-module:00FA2D2C]: 89 45 fc                            mov dword ptr [ebp-0x4], eax       
[14:19:27.761] [main-module:00FA2D2F]: 33 c0                               xor eax, eax                       
[14:19:27.761] [main-module:00FA2D31]: 40                                  inc eax                            
[14:19:27.761] [main-module:00FA2D32]: 53                                  push ebx                           
[14:19:27.761] [main-module:00FA2D33]: 0f a2                               cpuid                              
[14:19:27.761] [main-module:00FA2D35]: 8b f3                               mov esi, ebx                       
[14:19:27.761] [main-module:00FA2D37]: 5b                                  pop ebx                            
[14:19:27.761] [main-module:00FA2D38]: 8d 5d dc                            lea ebx, ptr [ebp-0x24]            
[14:19:27.761] [main-module:00FA2D3B]: 89 03                               mov dword ptr [ebx], eax           
[14:19:27.761] [main-module:00FA2D3D]: 8b 45 fc                            mov eax, dword ptr [ebp-0x4]       
[14:19:27.761] [main-module:00FA2D40]: 89 73 04                            mov dword ptr [ebx+0x4], esi       
[14:19:27.761] [main-module:00FA2D43]: 0b c7                               or eax, edi                        
[14:19:27.761] [main-module:00FA2D45]: 0b 45 f8                            or eax, dword ptr [ebp-0x8]        
[14:19:27.761] [main-module:00FA2D48]: 89 4b 08                            mov dword ptr [ebx+0x8], ecx       
[14:19:27.761] [main-module:00FA2D4B]: 89 53 0c                            mov dword ptr [ebx+0xc], edx       
[14:19:27.761] [main-module:00FA2D4E]: 75 43                               jnz 0xfa2d93                       
[14:19:27.761] [main-module:00FA2D50]: 8b 45 dc                            mov eax, dword ptr [ebp-0x24]      
[14:19:27.761] [main-module:00FA2D53]: 25 f0 3f ff 0f                      and eax, 0xfff3ff0                 
[14:19:27.761] [main-module:00FA2D58]: 3d c0 06 01 00                      cmp eax, 0x106c0                   
[14:19:27.761] [main-module:00FA2D5D]: 74 23                               jz 0xfa2d82                        
[14:19:27.761] [main-module:00FA2D5F]: 3d 60 06 02 00                      cmp eax, 0x20660                   
[14:19:27.761] [main-module:00FA2D64]: 74 1c                               jz 0xfa2d82                        
[14:19:27.761] [main-module:00FA2D66]: 3d 70 06 02 00                      cmp eax, 0x20670                   
[14:19:27.761] [main-module:00FA2D6B]: 74 15                               jz 0xfa2d82                        
[14:19:27.761] [main-module:00FA2D6D]: 3d 50 06 03 00                      cmp eax, 0x30650                   
[14:19:27.761] [main-module:00FA2D72]: 74 0e                               jz 0xfa2d82                        
[14:19:27.761] [main-module:00FA2D74]: 3d 60 06 03 00                      cmp eax, 0x30660                   
[14:19:27.761] [main-module:00FA2D79]: 74 07                               jz 0xfa2d82                        
[14:19:27.761] [main-module:00FA2D7B]: 3d 70 06 03 00                      cmp eax, 0x30670                   
[14:19:27.761] [main-module:00FA2D80]: 75 11                               jnz 0xfa2d93                       
[14:19:27.761] [main-module:00FA2D82]: 8b 3d dc ca fb 00                   mov edi, dword ptr [0xfbcadc]      
[14:19:27.761] [main-module:00FA2D88]: 83 cf 01                            or edi, 0x1                        
[14:19:27.761] [main-module:00FA2D8B]: 89 3d dc ca fb 00                   mov dword ptr [0xfbcadc], edi      
[14:19:27.761] [main-module:00FA2D91]: eb 06                               jmp 0xfa2d99                       
[14:19:27.761] [main-module:00FA2D93]: 8b 3d dc ca fb 00                   mov edi, dword ptr [0xfbcadc]      
[14:19:27.761] [main-module:00FA2D99]: 8b 4d e4                            mov ecx, dword ptr [ebp-0x1c]      
[14:19:27.761] [main-module:00FA2D9C]: 6a 07                               push 0x7                           
[14:19:27.761] [main-module:00FA2D9E]: 58                                  pop eax                            
[14:19:27.761] [main-module:00FA2D9F]: 89 4d fc                            mov dword ptr [ebp-0x4], ecx       
[14:19:27.761] [main-module:00FA2DA2]: 39 45 f4                            cmp dword ptr [ebp-0xc], eax       
[14:19:27.761] [main-module:00FA2DA5]: 7c 2f                               jl 0xfa2dd6                        
[14:19:27.761] [main-module:00FA2DA7]: 33 c9                               xor ecx, ecx                       
[14:19:27.761] [main-module:00FA2DA9]: 53                                  push ebx                           
[14:19:27.761] [main-module:00FA2DAA]: 0f a2                               cpuid                              
[14:19:27.761] [main-module:00FA2DAC]: 8b f3                               mov esi, ebx                       
[14:19:27.776] [main-module:00FA2DAE]: 5b                                  pop ebx                            
[14:19:27.776] [main-module:00FA2DAF]: 8d 5d dc                            lea ebx, ptr [ebp-0x24]            
[14:19:27.776] [main-module:00FA2DB2]: 89 03                               mov dword ptr [ebx], eax           
[14:19:27.776] [main-module:00FA2DB4]: 89 73 04                            mov dword ptr [ebx+0x4], esi       
[14:19:27.776] [main-module:00FA2DB7]: 89 4b 08                            mov dword ptr [ebx+0x8], ecx       
[14:19:27.776] [main-module:00FA2DBA]: 8b 4d fc                            mov ecx, dword ptr [ebp-0x4]       
[14:19:27.776] [main-module:00FA2DBD]: 89 53 0c                            mov dword ptr [ebx+0xc], edx       
[14:19:27.776] [main-module:00FA2DC0]: 8b 5d e0                            mov ebx, dword ptr [ebp-0x20]      
[14:19:27.776] [main-module:00FA2DC3]: f7 c3 00 02 00 00                   test ebx, 0x200                    
[14:19:27.776] [main-module:00FA2DC9]: 74 0e                               jz 0xfa2dd9                        
[14:19:27.776] [main-module:00FA2DCB]: 83 cf 02                            or edi, 0x2                        
[14:19:27.776] [main-module:00FA2DCE]: 89 3d dc ca fb 00                   mov dword ptr [0xfbcadc], edi      
[14:19:27.776] [main-module:00FA2DD4]: eb 03                               jmp 0xfa2dd9                       
[14:19:27.776] [main-module:00FA2DD9]: a1 10 c0 fb 00                      mov eax, dword ptr [0xfbc010]      
[14:19:27.776] [main-module:00FA2DDE]: 83 c8 02                            or eax, 0x2                        
[14:19:27.776] [main-module:00FA2DE1]: c7 05 d8 ca fb 00 01 00 00 00       mov dword ptr [0xfbcad8], 0x1      
[14:19:27.776] [main-module:00FA2DEB]: a3 10 c0 fb 00                      mov dword ptr [0xfbc010], eax      
[14:19:27.776] [main-module:00FA2DF0]: f7 c1 00 00 10 00                   test ecx, 0x100000                 
[14:19:27.776] [main-module:00FA2DF6]: 0f 84 93 00 00 00                   jz 0xfa2e8f                        
[14:19:27.776] [main-module:00FA2DFC]: 83 c8 04                            or eax, 0x4                        
[14:19:27.776] [main-module:00FA2DFF]: c7 05 d8 ca fb 00 02 00 00 00       mov dword ptr [0xfbcad8], 0x2      
[14:19:27.776] [main-module:00FA2E09]: a3 10 c0 fb 00                      mov dword ptr [0xfbc010], eax      
[14:19:27.776] [main-module:00FA2E0E]: f7 c1 00 00 00 08                   test ecx, 0x8000000                
[14:19:27.776] [main-module:00FA2E14]: 74 79                               jz 0xfa2e8f                        
[14:19:27.776] [main-module:00FA2E16]: f7 c1 00 00 00 10                   test ecx, 0x10000000               
[14:19:27.776] [main-module:00FA2E1C]: 74 71                               jz 0xfa2e8f                        
[14:19:27.776] [main-module:00FA2E1E]: 33 c9                               xor ecx, ecx                       
[14:19:27.776] [main-module:00FA2E20]: 0f 01 d0                            xgetbv                             
[14:19:27.776] [main-module:00FA2E23]: 89 45 ec                            mov dword ptr [ebp-0x14], eax      
[14:19:27.776] [main-module:00FA2E26]: 89 55 f0                            mov dword ptr [ebp-0x10], edx      
[14:19:27.776] [main-module:00FA2E29]: 8b 45 ec                            mov eax, dword ptr [ebp-0x14]      
[14:19:27.776] [main-module:00FA2E2C]: 8b 4d f0                            mov ecx, dword ptr [ebp-0x10]      
[14:19:27.776] [main-module:00FA2E2F]: 6a 06                               push 0x6                           
[14:19:27.776] [main-module:00FA2E31]: 5e                                  pop esi                            
[14:19:27.776] [main-module:00FA2E32]: 23 c6                               and eax, esi                       
[14:19:27.776] [main-module:00FA2E34]: 3b c6                               cmp eax, esi                       
[14:19:27.776] [main-module:00FA2E36]: 75 57                               jnz 0xfa2e8f                       
[14:19:27.776] [main-module:00FA2E38]: a1 10 c0 fb 00                      mov eax, dword ptr [0xfbc010]      
[14:19:27.776] [main-module:00FA2E3D]: 83 c8 08                            or eax, 0x8                        
[14:19:27.776] [main-module:00FA2E40]: c7 05 d8 ca fb 00 03 00 00 00       mov dword ptr [0xfbcad8], 0x3      
[14:19:27.776] [main-module:00FA2E4A]: a3 10 c0 fb 00                      mov dword ptr [0xfbc010], eax      
[14:19:27.776] [main-module:00FA2E4F]: f6 c3 20                            test bl, 0x20                      
[14:19:27.776] [main-module:00FA2E52]: 74 3b                               jz 0xfa2e8f                        
[14:19:27.776] [main-module:00FA2E54]: 83 c8 20                            or eax, 0x20                       
[14:19:27.776] [main-module:00FA2E57]: c7 05 d8 ca fb 00 05 00 00 00       mov dword ptr [0xfbcad8], 0x5      
[14:19:27.776] [main-module:00FA2E61]: a3 10 c0 fb 00                      mov dword ptr [0xfbc010], eax      
[14:19:27.776] [main-module:00FA2E66]: b8 00 00 03 d0                      mov eax, 0xd0030000                
[14:19:27.776] [main-module:00FA2E6B]: 23 d8                               and ebx, eax                       
[14:19:27.776] [main-module:00FA2E6D]: 3b d8                               cmp ebx, eax                       
[14:19:27.776] [main-module:00FA2E6F]: 75 1e                               jnz 0xfa2e8f                       
[14:19:27.776] [main-module:00FA2E8F]: 5f                                  pop edi                            
[14:19:27.776] [main-module:00FA2E90]: 5e                                  pop esi                            
[14:19:27.776] [main-module:00FA2E91]: 5b                                  pop ebx                            
[14:19:27.776] [main-module:00FA2E92]: 33 c0                               xor eax, eax                       
[14:19:27.776] [main-module:00FA2E94]: c9                                  leave                              
[14:19:27.776] [main-module:00FA2E95]: c3                                  ret                                
[14:19:27.776] [main-module:00FA2779]: e8 00 0a 00 00                      call 0xfa317e                      
[14:19:27.776] [main-module:00FA317E]: e8 2e 06 00 00                      call 0xfa37b1                      
[14:19:27.776] [main-module:00FA37B1]: 56                                  push esi                           
[14:19:27.776] [main-module:00FA37B2]: 57                                  push edi                           
[14:19:27.776] [main-module:00FA37B3]: bf 28 ce fb 00                      mov edi, 0xfbce28                  
[14:19:27.776] [main-module:00FA37B8]: 33 f6                               xor esi, esi                       
[14:19:27.776] [main-module:00FA37BA]: 6a 00                               push 0x0                           
[14:19:27.776] [main-module:00FA37BC]: 68 a0 0f 00 00                      push 0xfa0                         
[14:19:27.776] [main-module:00FA37C1]: 57                                  push edi                           
[14:19:27.776] [main-module:00FA37C2]: e8 5e 02 00 00                      call 0xfa3a25                      
[14:19:27.776] [main-module:00FA3A25]: 55                                  push ebp                           
[14:19:27.776] [main-module:00FA3A26]: 8b ec                               mov ebp, esp                       
[14:19:27.776] [main-module:00FA3A28]: 56                                  push esi                           
[14:19:27.776] [main-module:00FA3A29]: 68 0c 5c fb 00                      push 0xfb5c0c                      
[14:19:27.776] [main-module:00FA3A2E]: 68 04 5c fb 00                      push 0xfb5c04                      
[14:19:27.776] [main-module:00FA3A33]: 68 0c 5c fb 00                      push 0xfb5c0c                      
[14:19:27.776] [main-module:00FA3A38]: 6a 04                               push 0x4                           
[14:19:27.776] [main-module:00FA3A3A]: e8 ae fe ff ff                      call 0xfa38ed                      
[14:19:27.776] [main-module:00FA38ED]: 55                                  push ebp                           
[14:19:27.776] [main-module:00FA38EE]: 8b ec                               mov ebp, esp                       
[14:19:27.776] [main-module:00FA38F0]: 8b 45 08                            mov eax, dword ptr [ebp+0x8]       
[14:19:27.776] [main-module:00FA38F3]: 56                                  push esi                           
[14:19:27.776] [main-module:00FA38F4]: 57                                  push edi                           
[14:19:27.776] [main-module:00FA38F5]: 8d 3c 85 8c ce fb 00                lea edi, ptr [eax*4+0xfbce8c]      
[14:19:27.776] [main-module:00FA38FC]: 8b 07                               mov eax, dword ptr [edi]           
[14:19:27.776] [main-module:00FA38FE]: 83 ce ff                            or esi, 0xffffffff                 
[14:19:27.776] [main-module:00FA3901]: 3b c6                               cmp eax, esi                       
[14:19:27.776] [main-module:00FA3903]: 74 2b                               jz 0xfa3930                        
[14:19:27.776] [main-module:00FA3905]: 85 c0                               test eax, eax                      
[14:19:27.776] [main-module:00FA3907]: 75 29                               jnz 0xfa3932                       
[14:19:27.776] [main-module:00FA3909]: ff 75 14                            push dword ptr [ebp+0x14]          
[14:19:27.776] [main-module:00FA390C]: ff 75 10                            push dword ptr [ebp+0x10]          
[14:19:27.776] [main-module:00FA390F]: e8 3f ff ff ff                      call 0xfa3853                      
[14:19:27.776] [main-module:00FA3853]: 55                                  push ebp                           
[14:19:27.776] [main-module:00FA3854]: 8b ec                               mov ebp, esp                       
[14:19:27.776] [main-module:00FA3856]: 51                                  push ecx                           
[14:19:27.776] [main-module:00FA3857]: 53                                  push ebx                           
[14:19:27.776] [main-module:00FA3858]: 56                                  push esi                           
[14:19:27.776] [main-module:00FA3859]: 57                                  push edi                           
[14:19:27.776] [main-module:00FA385A]: 8b 7d 08                            mov edi, dword ptr [ebp+0x8]       
[14:19:27.776] [main-module:00FA385D]: eb 6f                               jmp 0xfa38ce                       
[14:19:27.776] [main-module:00FA38CE]: 3b 7d 0c                            cmp edi, dword ptr [ebp+0xc]       
[14:19:27.776] [main-module:00FA38D1]: 75 8c                               jnz 0xfa385f                       
[14:19:27.776] [main-module:00FA38D3]: 33 c0                               xor eax, eax                       
[14:19:27.776] [main-module:00FA38D5]: 5f                                  pop edi                            
[14:19:27.776] [main-module:00FA38D6]: 5e                                  pop esi                            
[14:19:27.776] [main-module:00FA38D7]: 5b                                  pop ebx                            
[14:19:27.776] [main-module:00FA38D8]: c9                                  leave                              
[14:19:27.776] [main-module:00FA38D9]: c3                                  ret                                
[14:19:27.776] [main-module:00FA385F]: 8b 07                               mov eax, dword ptr [edi]           
[14:19:27.776] [main-module:00FA3861]: 8d 1c 85 80 ce fb 00                lea ebx, ptr [eax*4+0xfbce80]      
[14:19:27.776] [main-module:00FA3868]: 8b 33                               mov esi, dword ptr [ebx]           
[14:19:27.776] [main-module:00FA386A]: 85 f6                               test esi, esi                      
[14:19:27.776] [main-module:00FA386C]: 74 07                               jz 0xfa3875                        
[14:19:27.776] [main-module:00FA386E]: 83 fe ff                            cmp esi, 0xffffffff                
[14:19:27.776] [main-module:00FA3871]: 75 76                               jnz 0xfa38e9                       
[14:19:27.776] [main-module:00FA3873]: eb 56                               jmp 0xfa38cb                       
[14:19:27.776] [main-module:00FA3875]: 8b 04 85 10 5b fb 00                mov eax, dword ptr [eax*4+0xfb5b10]
[14:19:27.776] [main-module:00FA387C]: 68 00 08 00 00                      push 0x800                         
[14:19:27.776] [main-module:00FA3881]: 6a 00                               push 0x0                           
[14:19:27.776] [main-module:00FA3883]: 50                                  push eax                           
[14:19:27.776] [main-module:00FA3884]: 89 45 fc                            mov dword ptr [ebp-0x4], eax       
[14:19:27.776] [main-module:00FA3887]: ff 15 70 50 fb 00                   call dword ptr [0xfb5070]          
    [KERNEL32.DLL:LoadLibraryExW_5DD730F7] (00FB5B58: (TCHAR*)"api-ms-win-core-synch-l1-2-0", (DWORD)0x00000000, LOAD_LIBRARY_SEARCH_SYSTEM32)
[14:19:27.776] [main-module:00FA388D]: 8b f0                               mov esi, eax                       
[14:19:27.776] [main-module:00FA388F]: 85 f6                               test esi, esi                      
[14:19:27.776] [main-module:00FA3891]: 75 47                               jnz 0xfa38da                       
[14:19:27.776] [main-module:00FA3893]: ff 15 40 50 fb 00                   call dword ptr [0xfb5040]          
[14:19:27.776] [main-module:00FA38DA]: 8b c6                               mov eax, esi                       
[14:19:27.776] [main-module:00FA38DC]: 87 03                               xchg dword ptr [ebx], eax          
[14:19:27.776] [main-module:00FA38DE]: 85 c0                               test eax, eax                      
[14:19:27.776] [main-module:00FA38E0]: 74 07                               jz 0xfa38e9                        
[14:19:27.776] [main-module:00FA38E2]: 56                                  push esi                           
[14:19:27.776] [main-module:00FA38E3]: ff 15 68 50 fb 00                   call dword ptr [0xfb5068]          
[14:19:27.776] [main-module:00FA38E9]: 8b c6                               mov eax, esi                       
[14:19:27.776] [main-module:00FA38EB]: eb e8                               jmp 0xfa38d5                       
[14:19:27.776] [main-module:00FA38D5]: 5f                                  pop edi                            
[14:19:27.776] [main-module:00FA38D6]: 5e                                  pop esi                            
[14:19:27.776] [main-module:00FA38D7]: 5b                                  pop ebx                            
[14:19:27.776] [main-module:00FA38D8]: c9                                  leave                              
[14:19:27.776] [main-module:00FA38D9]: c3                                  ret                                
[14:19:27.776] [main-module:00FA3914]: 59                                  pop ecx                            
[14:19:27.776] [main-module:00FA3915]: 59                                  pop ecx                            
[14:19:27.776] [main-module:00FA3916]: 85 c0                               test eax, eax                      
[14:19:27.776] [main-module:00FA3918]: 74 14                               jz 0xfa392e                        
[14:19:27.776] [main-module:00FA391A]: ff 75 0c                            push dword ptr [ebp+0xc]           
[14:19:27.776] [main-module:00FA391D]: 50                                  push eax                           
[14:19:27.776] [main-module:00FA391E]: ff 15 6c 50 fb 00                   call dword ptr [0xfb506c]          
    [KERNEL32.DLL:GetProcAddress_35C1F38C] ((DWORD)0x77130000, 00FB5C0C: (CHAR*)"InitializeCriticalSectionEx")
[14:19:27.792] [main-module:00FA3924]: 85 c0                               test eax, eax                      
[14:19:27.792] [main-module:00FA3926]: 74 06                               jz 0xfa392e                        
[14:19:27.792] [main-module:00FA3928]: 8b c8                               mov ecx, eax                       
[14:19:27.792] [main-module:00FA392A]: 87 0f                               xchg dword ptr [edi], ecx          
[14:19:27.792] [main-module:00FA392C]: eb 04                               jmp 0xfa3932                       
[14:19:27.792] [main-module:00FA3932]: 5f                                  pop edi                            
[14:19:27.792] [main-module:00FA3933]: 5e                                  pop esi                            
[14:19:27.792] [main-module:00FA3934]: 5d                                  pop ebp                            
[14:19:27.792] [main-module:00FA3935]: c3                                  ret                                
[14:19:27.792] [main-module:00FA3A3F]: 8b f0                               mov esi, eax                       
[14:19:27.792] [main-module:00FA3A41]: 83 c4 10                            add esp, 0x10                      
[14:19:27.792] [main-module:00FA3A44]: 85 f6                               test esi, esi                      
[14:19:27.792] [main-module:00FA3A46]: 74 15                               jz 0xfa3a5d                        
[14:19:27.792] [main-module:00FA3A48]: ff 75 10                            push dword ptr [ebp+0x10]          
[14:19:27.792] [main-module:00FA3A4B]: 8b ce                               mov ecx, esi                       
[14:19:27.792] [main-module:00FA3A4D]: ff 75 0c                            push dword ptr [ebp+0xc]           
[14:19:27.792] [main-module:00FA3A50]: ff 75 08                            push dword ptr [ebp+0x8]           
[14:19:27.792] [main-module:00FA3A53]: ff 15 14 51 fb 00                   call dword ptr [0xfb5114]          
[14:19:27.792] [main-module:00FA2A14]: c2 00 00                            ret 0x0                            
[14:19:27.792] [main-module:00FA3A59]: ff d6                               call esi                           
    [KERNELBASE.dll:InitializeCriticalSectionEx_BC07BE48] ((DWORD)0x00FBCE28, (DWORD)0x00000FA0, 0x00)
[14:19:27.792] [main-module:00FA3A5B]: eb 0c                               jmp 0xfa3a69                       
[14:19:27.792] [main-module:00FA3A69]: 5e                                  pop esi                            
[14:19:27.792] [main-module:00FA3A6A]: 5d                                  pop ebp                            
[14:19:27.792] [main-module:00FA3A6B]: c3                                  ret                                
[14:19:27.792] [main-module:00FA37C7]: 83 c4 0c                            add esp, 0xc                       
[14:19:27.792] [main-module:00FA37CA]: 85 c0                               test eax, eax                      
[14:19:27.792] [main-module:00FA37CC]: 74 15                               jz 0xfa37e3                        
[14:19:27.792] [main-module:00FA37CE]: ff 05 40 ce fb 00                   inc dword ptr [0xfbce40]           
[14:19:27.792] [main-module:00FA37D4]: 83 c6 18                            add esi, 0x18                      
[14:19:27.792] [main-module:00FA37D7]: 83 c7 18                            add edi, 0x18                      
[14:19:27.792] [main-module:00FA37DA]: 83 fe 18                            cmp esi, 0x18                      
[14:19:27.792] [main-module:00FA37DD]: 72 db                               jb 0xfa37ba                        
[14:19:27.792] [main-module:00FA37DF]: b0 01                               mov al, 0x1                        
[14:19:27.792] [main-module:00FA37E1]: eb 07                               jmp 0xfa37ea                       
[14:19:27.792] [main-module:00FA37EA]: 5f                                  pop edi                            
[14:19:27.792] [main-module:00FA37EB]: 5e                                  pop esi                            
[14:19:27.792] [main-module:00FA37EC]: c3                                  ret                                
